,title,description,date,tag
55,Alibaba cierra su mejor mes en 7 años," Desde hace varios meses que las acciones de Alibaba están siendo duramente castigadas en el mercado estadounidense. Sin embargo, poco a poco se están recuperando, tal como se refleja en el comportamiento de noviembre. En detalle, en el anteúltimo mes del año, la compañía se revalorizó más de un 37% en dólares, logrando un precio por acción de USD 87,5 y una capitalización bursátil de USD 237.500 millones. Desde el mínimo de octubre, ya se recuperó un 51% y ganó USD 100.000 millones de valor. La reciente mejora accionaria se vincula con la expectativa del mercado de que China finalmente relaje su estricta política anti-Covid que ocasionó serios cierres económicos y afectó al consumo de los ahorristas. Además, los inversores festejaron su nuevo plan de recompra de acciones y sus buenos resultados financieros. A mediados de noviembre, la compañía asiática indicó una expansión de USD 15.000 millones en su programa de recompra de USD 25.000 millones y aclaró que lo extendería hasta el 2025. En tanto, en el tercer periodo del año, reportó ingresos por USD 29.124 millones, lo que representa un crecimiento interanual del 3% y una mejora del 0,5% frente a la estimación del mercado. A su vez, la ganancia ajustada por acción fue de USD 1,82, cuando el consenso era de USD 1,70, aproximadamente. No obstante, a pesar del aumento de precio, sus acciones aún están muy lejos del máximo histórico alcanzado en octubre de 2020. Desde la actualidad, aún falta un crecimiento del 265% nominal. Contemplando la inflación, la situación es aún más desafiante.   Invertir en Alibaba desde ArgentinaDesde Argentina se puede invertir en Alibaba de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: BABA), pero se pueden operar en pesos (BCBA: BABA) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2022-12-01,Empresas
56,Amazon emitió bonos por más de USD 8.000 millones," Recientemente, Amazon, la compañía estadounidense centrada en el comercio electrónico y la tecnología en la nube, dio a conocer que emitió deuda por USD 8.250 millones en forma de bonos de alta calidad crediticia. Los bonos sénior no garantizados de la empresa se vendieron en cinco partes, con la más larga a diez años y un rendimiento de 0,95% por encima de los bonos del Tesoro. Inicialmente, se pedía un margen de 1,15% y una oferta de USD 7.000 millones. Ya en abril, la tecnológica había recaudado USD 12.750 millones vendiendo deuda, siendo la primera oferta en más de un año en aquel entonces. ""Su oferta de bonos de cinco tramos, con un precio inicial que oscila entre 45 y 115 puntos básicos sobre los bonos del Tesoro para vencimientos que oscilan entre 2 y 10 años, es limitada para sus pares por buenas razones, creemos, incluidos los negocios minoristas y de nube dominantes de la compañía, USD 59.000 millones de efectivo y potencial para que su perfil crediticio (A1/AA/AA-) continúe mejorando"", comentó Robert Schiffman, analista en Bloomberg. ""Con esa cantidad de efectivo, no se necesita financiación, pero mejora la duración y proporciona una potencia de fuego incremental para posibles fusiones y adquisiciones adicionales y recompras de acciones más grandes"", añadió el experto. De acuerdo a su análisis, la carga total de deuda de Amazon ya supera los USD 70.000 millones. Sin embargo, su sólida situación financiera le permite hacerle frente cómodamente: en el tercer periodo del año, reportó ventas por USD 127.100 millones y una ganancia de USD 2.900 millones o USD 0,28 por acción. Invertir en Amazon desde ArgentinaPara invertir en Amazon de manera rápida y sencilla, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: AMZN), pero se pueden operar en pesos (BCBA: AMZN) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2022-11-30,Empresas
57,Ualá reduce su personal un 30% frente a la crisis financiera global," El contexto macroeconómico actual, con suba de tasas y alta inflación a nivel global, parece complicar a las empresas de crecimiento. En los últimos meses hemos escuchado que muchas empresas del sector se vieron obligadas a reducir sus gastos y su fuerza laboral para poder subsistir.  En el día de ayer, fue la fintech argentina Ualá  que, luego de los rumores que circularon en redes sociales sobre supuestos ""despidos masivos"", confirmó finalmente los despidos. Fuentes cercanas a la empresa fundada por Pierpaolo Barbieri, confirmaron la noticia a diferentes medios y señalaron que la empresa adquirió cuatro empresas este año Wilobank, Ceibo Créditos, Emprerienda y ABC Capital, las cuales llegaron con su propio personal y esto provocó un aumento masivo de personal. Por ese motivo, con el objetivo de energizar las posiciones con mayor eficiencia, hubo un acuerdo voluntario entre las empresas y un grupo ""reducido"" de personas. Así mismo, descartan que sea algo ""masivo"" pero hicieron referencia a la situación complicada que vive la industria. Seguido a esto, desde la empresa descartaron una crisis o cualquier situación que pueda cambiar los planes de inversión de la empresa. Recordemos que en el mes de octubre, la fintech había anunciado que invertirá USD 150 millones para impulsar su negocio de banca digital en América Latina. Con esta inversión, Ualá pretende alcanzar entre 25 y 30 millones de usuarios en los próximos cinco años, desde los cinco millones que tiene actualmente en Latinoamérica, gracias a su expansión en México y Colombia, además de Argentina. Empresas de crecimiento buscan subsistirA diferencia de lo ocurrido con Ualá, donde los despidos se deben a solapamiento de posiciones tras compras de empresas, en el mundo son muchas las compañías de tecnología realizando despidos masivos. El caso de Twitter fue probablemente el más escandaloso, que dejó ir a la mitad de su staff por correo electrónico. Le siguió días después Meta, que acaba de concretar la ronda de desvinculaciones masivas más grande de su historia. Salesforce, Lyft y Stripe fueron recientemente de la partida. En lo que refiere a compañías de Latinoamérica, los despidos masivos fueron casos aislados, ya que las firmas locales acostumbran ""hacer más con menos"" y no suelen sobrecontratar o hacer que la sostenibilidad de los empleos que ofrecen dependa de la recaudación en futuras rondas de capital. Hubo algunos casos que se dieron a conocer este año, como el de IOL invertironline y el de Buenbit. Desde esa última empresa habían confirmado en mayo el despido del 45% del staff. Y días atrás solamente otra fintech, Lemon Cash, despidió al 38% de su staff en Argentina y Brasil. ",2022-11-30,Empresas
58,Los envíos del iPhone pueden ser muy inferiores a las estimaciones de Wall Street," Si bien Apple es una compañía estadounidense, cuenta con diversas fábricas en Asia, concretamente en China. Por este motivo, los conflictos económicos y sociales de este país impactan directa o indirectamente en ella. Recientemente, en analista Ming-Chi Kuo de TF Securities relató que los envíos de los modelos iPhone 14 Pro y Pro Max podrían ser inferiores a las estimaciones de Wall Street en 20 millones de unidades. El motivo sería la serie de disturbios laborales por salarios y restricciones anti-Covid en la planta operada por Foxconn, la fábrica de iPhone más grande del mundo, localizada en Zhengzhou. De esta forma, ahora el experto espera envíos trimestrales del smartphone de entre 70 y 75 millones de unidades, frente a un consenso anterior de entre 80 y 85 millones de dispositivos. A su vez, Kuo sostuvo que el déficit de suministro podría eliminar la demanda de los modelos Pro más populares, en lugar de posponer las ventas, ya que los consumidores también luchan contra una economía débil. Por su parte, Zeno Mercer, de la consultora financiera ROBO Global, expresó: ""No puedo imaginar que 2023 sea un año sólido para los iPhone de Apple"". ""Aquellos que buscan hacer una actualización tienen, y de lo contrario, los ingresos disponibles para los teléfonos de próxima generación deberían disminuir"", añadió. Sin embargo, otros analistas del sector son más optimistas con respecto al futuro de los iPhone. ""Observamos que los dispositivos Pro se agotarán hasta principios de enero, pero esperamos que algunos de los ingresos perdidos se reduzcan en el trimestre de marzo"", dijo Angelo Zino, de CFRA Research. Invertir en Apple desde ArgentinaPara invertir en Apple desde Argentina, solo hay que abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos. Posteriormente, es necesario transferir los fondos deseados desde una cuenta bancaria del mismo titular o a través de la billetera virtual BullPay y, por último, comprar los Cedears de Apple. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: AAPL), pero se pueden operar en pesos (BCBA: AAPL) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2022-11-29,Empresas
59,Elon Musk asegura que Apple amenazó a Twitter," Elon Musk abrió la batalla a través de su cuenta de la red social contra Apple, empresa que habría amenazado con retirar a la aplicación del pajarito de su tienda oficial, lo que provocaría que, con el paso del tiempo, los usuarios de iPhone y dispositivos de la manzana no pudiesen utilizar la 'app' a través de sus terminales. El magnate también acusó a la tecnológica de haber reducido drásticamente su gasto en publicidad dentro la herramienta. «¿Odia la libertad de expresión en Estados Unidos?», ha afirmado el empresario refiriéndose a Apple, a la que, además, ha acusado de ejercer censura sin informar a Twitter sobre los motivos por los que retiraría la 'app' de su tienda. ABC se ha puesto en contacto con la empresa del iPhone para consultar sus planes a este respecto.  Sea como fuere, el choque entre Elon Musk y Apple tiene sentido si se presta atención al modelo de negocio que el ejecutivo quiere instaurar en su aplicación. Su intención es convertir las suscripciones a Twitter Blue, con un precio de ocho dólares mensuales, en el principal sustento de la empresa; incluso por encima de la publicidad, que actualmente representa el 90% de los ingresos de la compañía. Apple recibe una comisión que puede alcanzar hasta el 30% del total por cada compra que realiza el usuario a través de una aplicación. Teniendo esto en cuenta, una parte importante de cada inscripción en Twitter Blue iría a parar a las arcas de Apple. La empresa de Cupertino ha sido acusada, en varias ocasiones, de ejercer un monopolio en la App Store por evitar que los desarrolladores puedan eludir su pasarela de pagos. En Estados Unidos, el Congreso y la Comisión Federal de Comercio (FTC, por sus siglas en inglés) están intentando dar pasos para revertir esta situación. Esta no es la primera vez que se pone sobre la mesa la posibilidad de que Twitter desaparezca de la App Store o de la tienda oficial de Android, la Google Play Store. Consultado por la posibilidad recientemente, el empresario admitió que se plantearía lanzar su propio teléfono si eso ocurriese. Varias empresas, entre ellas General Mills Inc y el fabricante de automóviles de lujo Audi of America, han interrumpido la publicidad en Twitter desde que Musk completó su compra, mientras que General Motors Co dijo que había detenido temporalmente la publicidad de pago en la plataforma de redes sociales. Se calcula que Apple gastó u$s131.600 en anuncios en Twitter entre el 10 y el 16 de noviembre, frente a los u$s220.800 entre el 16 y el 22 de octubre, la semana anterior a que Musk cerrara la adquisición de Twitter, según la empresa de medición de anuncios Pathmatics. ",2022-11-29,Empresas
60,YPF busca retomar un proyecto clave para Vaca Muerta," La licitación para ampliar la red de oleoductos de Oldelval, una obra clave que permitirá evacuar más petróleo desde Vaca Muerta, está demorada desde hace 30 días. El directorio de la empresa se reunirá este jueves para intentar votar el proyecto, pero no está claro si están los votos para hacerlo. El proyecto será más grande de lo previsto y costará unos US$ 1100 millones. El directorio de Oldelval se reunirá este jueves para intentar definir una compleja licitación que apunta a ampliar la red de oleoductos que conecta Neuquén con el puerto de Bahía Blanca, en la provincia de Buenos Aires. Para las empresas que producen petróleo en Vaca Muerta, es el proyecto más relevante que tienen por delante de cara a poder incrementar la extracción de crudo. Sin esa obra, sencillamente no es posible elevar la oferta de petróleo desde la formación no convencional, porque la capacidad de transporte existente está saturada. La resolución del concurso se demoró más tiempo del esperado por una increíble disputa entre las petroleras y accionistas de Oldelval, que fijaron parámetros de la licitación en el Directorio que luego incumplieron al momento de presentar ofertas en el proceso licitatorio. Una especie de trampa al solitario extendida. En principio, el proceso se iba a resolver el 1 de noviembre, tal como publicó EconoJournal a mediados de octubre. Pero tres semanas después, sigue abierto. Fuentes privadas consultadas por este medio no descartaron que, si el conflicto entre las empresas no se soluciona en los próximos días, sea la propia Secretaría de Energía la que termine saldando el diferendo. Lo sucedido, puede resumirse como un hecho que vincula a los cinco principales socios de Oleoductos del Valle —YPF (37%), ExxonMobil (21%), Chevron (14,5%), Pan American Energy (11,9%) y Pluspetrol (11,9%), a los que se suman Tecpetrol (2,1%) y Pampa Energía (2,1%)—  que validaron en el órgano de control de la empresa el lanzamiento de un proyecto para agregar 36.000 metros cúbicos (m3) a la red de transporte, es decir, multiplicar por dos su tamaño. De ahí que el emprendimiento se bautizó como Duplicar. Pero luego, al momento de presentar las ofertas en la compulsa, algunos de esos mismos jugadores solicitaron mucho más capacidad de transporte de la que estaba prevista. El caso más emblemático fue el de Chevron. La petrolera norteamericana, la compañía privada (más allá de YPF) que más dinero invirtió en Vaca Muerta desde 2013 a la fecha, solicitó, en total, 51.000 m3 de transporte. En rigor, fueron 36.000 m3 directamente en cabeza de Chevron y otros 15.000 m3 a través de Compañía de Hidrocarburos No Convencionales (CHNC), la subsidiaria que creó para invertir junto en Loma Campana, el mayor desarrollo de shale oil del país. La decisión de una de las dos mayores petroleras de EE.UU. tomó por sorpresa a toda la industria y dejó a la licitación en un limbo. “A principios de año, cuando Oldelval había sondeado formalmente entre sus accionistas y el resto de los productores de la cuenca Neuquina, cuánta capacidad de transporte estaba dispuesta a contratar cada firma, nadie informó estos números”, explicó una fuente con trato frecuente con el Directorio de Oldelval. Por proximidad comercial y operativa, el enojo recayó también sobre YPF, el mayor jugador del mercado y socio de la petrolera norteamericana en Vaca Muerta. “¿Cómo es posible que ellos no haya estado al tanto de la jugada de su principal socio? Algo falló y deja en evidencia la incapacidad de YPF para liderar a la industria. Faltó una visión sistémica para entender que este proyecto es clave para el país y la incapacidad de YPF de alinear a Chevron lo puso en riesgo”, analizó un consultor. En cualquier caso, ahora el desafío es cómo reencaminar la licitación y llegar a una solución que deje relativamente satisfecho a todos. La conducción de Oldelval, que encabeza Ricardo Hösel, dedicó las últimas semanas a buscar alternativas para mantener a flote el proceso, porque algunos accionistas plantearon que lo mejor era declarar desierto el concurso y llamar a uno nuevo. Eso acarrearía, para la mayoría de los socios de Oldelval consultados por este medio, una pérdida de meses inaceptable en un proyecto de la importancia que tiene este. La ampliación de Oldelval está atada, además, con la de Oil Tanking, la firma que opera una planta de tanques y un muelle de exportación en Puerto Rosales, sobre el puerto de Bahía Blanca. Con lo cual, una demora en el proyecto Duplicar generará un aplazamiento de esa obra. Para que el proceso llegue a buen puerto, YPF logró que Chevron acepte cambios en dos cuestiones puntuales. La petrolera norteamericana cederá a otros productores, de manera temporal hasta fines de 2025, unos 4000 m3 de la capacidad que le corresponde, debido a que la explotación no convencional de El Trapial, su yacimiento en Neuquén, recién alcanzará un plateau de producción adecuado dentro de tres o cuatro años. Al mismo tiempo, se decidió que el proyecto incorpore otros 14.000 m3 para llegar a una ampliación total de 50.000 m3. Ese volumen incremental se repartirá entre todos los oferentes, excluyendo a Chevron. La línea gerencial de YPF estuvo articulando con la mayoría de las empresas productores de petróleo de Vaca Muerta para lograr un consenso en torno a esa propuesta. Paradójicamente, la conducción política que responde al santacruceño Pablo González se mantuvo prescindente y no fue factor en la resolución de un proyecto que para YPF es estratégico.  ",2022-11-24,Empresas
61,Los beneficios de Banco Macro retrocedieron un 34%," Banco Macro reportó los resultados financieros del tercer trimestre del año. En ellos se expone que los ingresos aumentaron, pero los beneficios retrocedieron año a año. En detalle, la compañía argentina anunció un ingreso operativo neto de $121.611 millones, lo que representa una mejora del 54% con respecto a la cifra alcanzada en el mismo periodo del 2021. Los ingresos por préstamos totalizaron $55.449 millones, 22% a nivel interanual, por la suba de tasas de interés de 324 puntos básicos en los préstamos privados. A su vez, el resultado operativo fue de $75.099 millones, un poco más del doble que lo reportado en el tercer trimestre del año pasado. Sin embargo, el resultado neto cayó un 34% hasta los $8.883 millones. Por otro lado, el total de financiamiento al sector privado retrocedió un 9% año a año hasta los $506.755 millones. En tanto, los depósitos totales mejoraron un 7% frente al trimestre anterior hasta rondar los $1,12 billones, representando el 84% del total de pasivos del banco. Asimismo, el grupo registró un exceso de capital del 396%, con un ratio de capital regulatorio de 40,4% y TIER 1 de 36,1%. Por su parte, el ratio de cobertura de activos líquidos sobre el total de depósitos fue del 90%. Tras los anuncios, las acciones de Banco Macro subieron poco más de un 1% en Wall Street. De esta manera, ajustadas por dividendos, acumulan un retorno positivo del 1,6% en lo que va del año. Invertir en Banco MacroPara invertir en Banco Macro desde Argentina de manera sencilla, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como Bull Market Brokers. Posteriormente, es necesario transferir los fondos deseados desde una cuenta bancaria del mismo titular y dirigirse al panel líder, en donde estará disponible Banco Macro bajo el ticker ""BMA"". ",2022-11-24,Empresas
62,Central Puerto recompró más de 160 mil acciones," A través de un comunicado dirigido a la Comisión Nacional de Valores (CNV), Bolsas y Mercados Argentinos (ByMA) y el Mercado Abierto Electrónico (MAE), Central Puerto dio a conocer que concretó una recompra de acciones.  En total, adquirió 62.799 acciones a $156,60, aproximadamente, cada una. A su vez, compró 10.620 ADRs, que representan 106.200 acciones, por USD 4,69 cada uno. De esta forma, en total, la compañía argentina depositó en el mercado alrededor de $9,83 millones y USD 49.900. En el mismo reporte, se indicó que las adquisiciones no excedieron el 25% del volumen promedio de transacción diario que experimentaron las acciones durante los 90 días hábiles anteriores. ¿Qué significa recomprar acciones?Para un inversor, que la compañía anuncie recompra de acciones es algo que siempre es bueno. Warren Buffett decía que ""la matemática de las recompras desaparece lentamente, pero puede ser poderosa con el tiempo. El proceso ofrece una manera simple para que los inversionistas sean dueños de una porción cada vez mayor de negocios excepcionales"". ¿Cuál es la lógica? La recompra de acciones es el acto por el cual una empresa adquiere acciones propias y las amortiza o elimina. Al haber menos acciones en circulación, aumenta la participación de cada accionista en la misma. Entonces, con esta decisión, los actuales accionistas son dueños de una mayor porción de la compañía, incrementando así el valor de sus activos. Además, cuando una compañía recompra sus acciones, está demostrando que confía en el potencial de crecimiento y que el precio de mercado es justo y/o atractivo. Cómo invertir en Central PuertoPara aprovechar este crecimiento y obtener un beneficio económico, se puede invertir en Central Puerto desde Argentina de manera sencilla. Para hacerlo, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como Bull Market Brokers. Posteriormente, es necesario transferir los fondos deseados desde una cuenta bancaria del mismo titular y dirigirse al panel líder, en donde estará disponible Central Puerto bajo el ticker ""CEPU"". ",2022-11-23,Empresas
63,Wall Street ve potencial en este famoso Cedear," La firma de investigación financiera Wolfe Research se volvió optimista con el futuro de Procter & Gamble y estableció el precio objetivo de sus acciones en USD 156, lo que representaría una suba del 7% desde la cotización actual. Los analistas argumentaron que las elasticidades de la demanda de los productos de P&G superarán las expectativas a medida que las inversiones en marcas y la innovación impulsan la participación de su cartera. Además, determinaron que la actual valoración de la compañía ""no es demasiado exigente"" debido a que los inversores buscan seguridad, ya que se trata de una corporación defensiva que se comporta de forma adecuada en tiempos de crisis. ""Creemos que los esfuerzos de Procter para optimizar su cartera mientras reinviertan en marketing/innovación deberían conducir a elasticidades de la demanda mejores que las anticipadas"", comentaron los expertos. ""Estamos un poco preocupados por el sesgo premium de muchas marcas, pero el equilibrio de los consumidores todavía está saludable y el crecimiento de los salarios ha sido sólido, lo que debería respaldar la demanda de sus productos de uso diario"", añadieron, haciendo referencia a los productos Gillette. A su vez, destacaron que la empresa tiene un índice superior al del resto de competidores en cuanto a su ventas en territorio estadounidense (45%), lo que la aísla del ""entorno macro en deterioro"", especialmente en países en desarrollo. Invertir en P&G desde ArgentinaInvertir en esta compañía desde el país es muy sencillo. Para hacerlo, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no lleva más de cinco minutos, y, tras depositar los fondos deseados desde una cuenta bancaria del mismo titular, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos financieros que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: PG), pero se pueden operar en pesos (BCBA: PG) y siguen la evolución del dólar CCL. De esta forma, se convierten en una gran alternativa para evadir riesgo argentino, cubrirse de una eventual devaluación y obtener una renta en dólares mediante sus dividendos. ",2022-11-23,Empresas
64,La ganancia de Grupo Financiero Galicia cayó un 35%," Grupo Financiero Galicia presentó los resultados financieros del tercer trimestre del año, de los cuales se desprende una caída de los beneficios. Específicamente, la compañía argentina anunció un resultado neto de $11.198 millones, una cifra un 35% menor a la alcanzada en el mismo periodo del año anterior. De este total, $9.478 millones provienen de Banco Galicia, mientras que $1.409 millones llegan de Fondos Fima, $934 millones de la fintech Naranja X y $452 millones de Galicia Seguros. Asimismo, el activo total del grupo financiero bajó un 1% año a año hasta los $2,6 billones, mientras que el pasivo retrocedió un 2% hasta los $2,2 billones, generando un patrimonio neto de $500.239 millones, aproximadamente, un 3% más que en el tercer trimestre del 2021. De esta manera, la ganancia por acción alcanzó los $7,59 en el tercer trimestre del 2022, resultando en un retorno sobre los activos (ROA) promedio de 1,65% y un retorno sobre el patrimonio neto (ROE) promedio del 9,01%. En cuanto a las proyecciones de los próximos trimestres, Grupo Financiero Galicia indicó que en los últimos meses se vio ""cierta acumulación de desequilibrios macroeconómicos"" y una ""mayor inestabilidad política"", por lo que se generó una ""fuerte volatilidad del mercado financiero local"" y una ""aceleración de la inflación"", factores que combinados podrían tener ""un efecto negativo sobre la actividad económica"". Tras los anuncios, las acciones de Grupo Financiero Galicia en Wall Street crecieron poco más de un 1%. No obstante, todavía acumulan un retorno negativo del 24% en lo que va del año. Invertir en Grupo Financiero GaliciaPara invertir en Grupo Financiero Galicia desde Argentina de manera sencilla, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como Bull Market Brokers. Posteriormente, es necesario transferir los fondos deseados desde una cuenta bancaria del mismo titular y dirigirse al panel líder, en donde estará disponible Grupo Financiero Galicia bajo el ticker ""GGAL"". ",2022-11-23,Empresas
65,La dueña de Edesur se va de Argentina," La compañía italiana Enel, dueña de Edesur, dio a conocer que planea vender activos por cerca de USD 21.500 millones para disminuir su deuda neta y enfocarse en la transición energética, por lo que saldrá de Argentina y Perú a finales del 2023. Enel no solo vendería Edesur, sino también todos sus otros activos locales como las centrales térmicas Costanera y Dock Sud, la concesión de la hidroeléctrica El Chocón, líneas de transmisión y de transporte de energía eléctrica. En total, el grupo energético controlado por el Estado italiano tiene el objetivo de invertir alrededor de 37.000 millones de euros en los próximos tres años en seis de sus mercados principales: Italia, España, Estados Unidos, Brasil, Chile y Colombia. ""En 2023-2025 el Grupo prevé una mayor racionalización de su estructura, saliendo de algunos negocios y geografías que ya no están alineadas con su estrategia. El Grupo también espera continuar apalancándose en su modelo de Stewardship (administración responsable) en países no centrales"", expresó Enel. ""Además, y en línea con el objetivo de salir de las actividades intensivas en carbono, el Grupo planea aprovechar el entorno actual del mercado para iniciar la salida de los activos de gas. Este programa general de desinversión es un componente integral del plan para remodelar el Grupo, maximizando el valor para los accionistas"", añadió. Con cerca de 2,5 millones de clientes, Edesur se formó en 1992, tras una de las privatizaciones del Gobierno de Carlos Menem. Hoy en día, opera en el negocio de la distribución de energía en la Ciudad Autónoma de Buenos Aires y en varios partidos de Gran Buenos Aires. En 2008, Enel adquirió la compañía al comprar la mayoría accionaria de la española Endesa. También heredó las centrales a gas Costanera y Dock Sud y la hidroeléctrica El Chocón, en Neuquén y Río Negro. ",2022-11-22,Empresas
66,El ex-CEO de Disney volvió a tomar el control de la compañía," A través de un comunicado de prensa, The Walt Disney Company informó que Robert Iger será el nuevo director ejecutivo del conglomerado, puesto que ocupó desde el 2005 hasta el 2020, cuando llegó al mando Bob Chapek. Iger acordó servir como alto ejecutivo durante dos años para establecer la dirección estratégica de la empresa y así lograr un crecimiento renovado y trabajar en colaboración con el Directorio para buscar un nuevo sucesor al finalizar su mandato. ""La Junta ha concluido que a medida que Disney se embarca en un período cada vez más complejo de transformación de la industria, Bob Iger se encuentra en una posición única para liderar a la Compañía a través de este período crucial"", expresó Susan Arnold, presidenta del Directorio. ""El señor Iger tiene el profundo respeto del equipo de liderazgo sénior de Disney, con la mayoría de los cuales trabajó de cerca hasta su partida como presidente ejecutivo hace 11 meses, y es muy admirado por los empleados de Disney en todo el mundo, todo lo cual permitirá una transición fluida de liderazgo"", añadió. Por su parte, Iger indicó: ""Soy extremadamente optimista sobre el futuro de esta gran empresa y estoy encantado de que la Junta me pida que regrese como su CEO"". Para Jason Bazinet, director general de Citi, Iger debería, en primer lugar, restablecer las expectativas financieras de largo plazo de Disney+, el servicio de series y películas que está ganando la guerra del streaming. ""Es posible que sepan que no van a alcanzar esos puntos ni alcanzar el punto de equilibrio para el cuarto trimestre de 2024. Si van a hacer un anuncio como ese, querrán tener a alguien del calibre del Sr. Iger para que sea más aceptable"", comentó. Asimismo, el especialista enfatizó en que Disney tendría que realizar más adquisiciones para impulsar aún más la escala, pero sin vender otras participaciones como ESPN. En tanto, Bill George, experto en liderazgo, sostuvo que ""Iger tiene el toque adecuado en Disney"", ya que se trata de una industria creativa en la que hay que saber ""cómo manejar a los verdaderos innovadores"". Tras los anuncios, las acciones de Disney se dispararon más de un 6% en Wall Street, aunque retrocedieron un 2% en la jornada actual. Invertir en Disney desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Disney de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: DIS), pero se pueden operar en pesos (BCBA: DISN) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2022-11-22,Empresas
67,Las bajas de Tesla se profundizan y preocupan al mercado," En medio del actual escenario de incertidumbre, algunas de las más grandes compañías del mundo se están recuperando de las fuertes bajas de los últimos meses. Sin embargo, Tesla no es el caso. Desde el máximo histórico alcanzado en 2021 hasta la actualidad, ya perdió casi un 60% de su valor, por lo que sus acciones llegaron a niveles no vistos en más de dos años. Los retrocesos más recientes se deben, en parte, al miedo de que China vuelva a cerrar su economía, ya que una ciudad cercana a Beijing está tratando de contener el rebrote de coronavirus, lo que podría poner en riesgo tanto a la producción como a las ventas de vehículos de Tesla. Además, el fabricante a cargo de Elon Musk inició un retiro del mercado de más de 300.000 unidades debido a luces traseras defectuosas. Si bien no se trata de un problema extremadamente grave, podría estar hablando de una cierta desatención en los detalles. ""El debilitamiento de los datos macro en China genera preocupaciones sobre Tesla, que ya ha bajado el precio una vez para estimular la demanda y tiene una gran producción de exportaciones en la primera mitad del cuarto trimestre"", comentó Jeffrey Osborne, analista en Cowen. Para el especialista, los fondos de cobertura están cambiando a un sesgo negativo en las acciones por el riesgo de que haya una ""pérdida de enfoque"" en Tesla desde que Musk adquirió Twitter y se centró en la red social como su principal proyecto. Continuando por este camino, la cotización de las acciones podría seguir cayendo hasta lograr que la empresa tenga una capitalización de mercado inferior a los USD 500.000 millones, cuando a principios de año llegó a superar el USD 1 billón de valor.   Invertir en Tesla desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Tesla de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: TSLA), pero se pueden operar en pesos (BCBA: TSLA) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2022-11-22,Empresas
