,title,description,date,tag
31,AT&T colapsó un 10% luego de presentar sus resultados trimestrales," AT&T, el gigante de las telecomunicaciones que recientemente se reestructuró tras la venta de su división de entretenimiento, reportó los resultados de los primeros tres meses del año, los cuales decepcionaron al mercado. En el trimestre, registró un total de ingresos de USD 30.100 millones, un 1,4% más que en el mismo periodo del año anterior, pero un 0,4% por debajo de la cifra estimada por los expertos de Wall Street. Del total, la mayoría (USD 20.600 millones) proviene del segmento de Internet Móvil. A su vez, la ganancia por acción (EPS, por su sigla en inglés) ajustada decayó hasta los USD 0,60, un monto alineado con el consenso. Sin embargo, el flujo de caja libre (FCF) bajó de los USD 2.800 millones del primer trimestre de 2022 a los actuales USD 1.000 millones. ""El trabajo que estamos haciendo hoy es establecer una base para un crecimiento duradero a largo plazo, y seguimos confiando en nuestra orientación para todo el año"", expresó John Stankey, director ejecutivo de AT&T. Por su parte, Craig Moffett, analista en SVB MoffettNathanson, relató que ""la revelación fue un resultado de flujo de caja libre mucho más débil de lo esperado"". ""Para una empresa que está demasiado apalancada y, sin embargo, paga dividendos tan ricos, el flujo de caja libre es lo más importante"", añadió. En tanto, Brett Feldman, de Goldman Sachs, sostuvo: ""Si bien habíamos anticipado un FCF más bajo para comenzar el año, los inversionistas pueden cuestionar si AT&T puede lograr su guía de FCF para todo el año de más de USD 16.000 millones, ya que esto probablemente requerirá mejoras significativas en impactos en el capital de trabajo para el resto de 2023"". Tras los anuncios, las acciones de AT&T cayeron más de un 10%. De esta manera, en el último año, acumulan un retorno negativo del 4%, ajustadas por dividendos. Invertir en AT&TPara aquellos interesados, desde Argentina se puede invertir en AT&T de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: T), pero se pueden operar en pesos (BCBA: T) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-20,Empresas
32,Este fondo de Wall Street apuesta por Mercado Libre," Artisan Partners, una empresa independiente de gestión de inversiones con sede en Estados Unidos, recientemente publicó un informe en el que relató por qué confía en Mercado Libre, la compañía de comercio electrónico y pagos digitales de Marcos Galperin. En su carta para inversores del primer trimestre de 2023, Artisan Partners explicó que su fondo Artisan Developing World Fund rindió un 22,64% frente al 3,96% del índice MSCI Emerging Markets. Desde el 30 de junio de 2015 hasta la actualidad, los rendimientos fueron de 85% y 22%, respectivamente. Y parte de este retorno se debe a las acciones de Mercado Libre. ""Los principales contribuyentes al desempeño del trimestre incluyeron la empresa latinoamericana Mercado Libre, que entregó sólidos resultados de comercio electrónico con el potencial de ganancias de participación aún mayores en los próximos trimestres como resultado de la reestructuración pendiente de Americanas, mientras que sus negocios de tecnología financiera y publicidad continúan presentando dimensiones adicionales de crecimiento y escala de ingresos"", detallaron los estrategas en el reporte. ""En particular, nuestras cuatro participaciones principales al comienzo del trimestre, que representaban el 24,37% del capital al 31 de diciembre de 2022, aumentaron un promedio de 64,42% durante el trimestre"", agregaron. El análisis de Artisan llega poco tiempo después de que UBS, uno de los participantes más influyentes de Wall Street, directamente recomendara comprar las acciones de Mercado Libre. ""Reiteramos nuestro rating de compra ya que vemos a Mercado Libre bien posicionada para seguir ganando cuota de mercado en comercio electrónico mientras expande la soluciones fintechs y ads"", comentaron desde el banco de inversión. A su vez, dijeron que la mejora del comercio de la empresa ""seguirá siendo sólida"". ""Con 148 millones de usuarios activos únicos y 1.100 millones de artículos vendidos a lo largo de 2022, Mercado Libre puede utilizar (aún más) la importante cantidad de datos para monetizar su base de comerciantes ofreciendo servicios de anuncios. Vemos a MELI bien posicionada para escalar sus recientes características y ahora incorporamos las estimaciones de Ads a nuestro modelo"", añadieron. Invertir en Mercado LibrePara aprovechar estos movimientos, desde Argentina se puede invertir en Mercado Libre de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: MELI), pero se pueden operar en pesos (BCBA: MELI) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-20,Empresas
33,American Express defraudó a los inversores con sus últimos balances," American Express, la empresa detrás de las tarjetas de débito y crédito, dio a conocer los balances trimestrales del primer periodo del año, los cuales impulsaron a la baja el precio de sus acciones. En primer lugar, reportó ingresos por un total de USD 14.281 millones, un 22% más que en el primer trimestre de 2022 y un 1,7% más que lo proyectado por los especialistas de Wall Street. A su vez, el volumen total de transacciones mediante su red fue de USD 398.900 millones, un 14% más interanualmente. No obstante, la ganancia neta fue de USD 1.816 millones, cuando en el mismo periodo del año anterior había logrado USD 2.099 millones, lo que se traduce en una caída del 13%. En tanto, su beneficio por acción (EPS, por su sigla en inglés) ajustado fue de USD 2,40, contra un consenso de USD 2,64. ""Nuestros clientes han resistido hasta ahora ante un crecimiento macroeconómico más lento, una inflación elevada y tasas de interés más altas, y el desempeño crediticio sigue siendo el mejor de su clase. Dicho esto, somos conscientes de las señales mixtas en el entorno externo. Con base en nuestro desempeño hasta la fecha y el impulso que vemos en nuestro negocio, seguimos confiando en nuestra capacidad para lograr las aspiraciones de nuestro plan de crecimiento a largo plazo"", comentó Stephen Squeri, presidente y director ejecutivo de American Express. De cara al futuro de corto plazo, el empresario proyectó: ""Nuestros resultados del primer trimestre reflejan un fuerte crecimiento en el gasto de los tarjetahabientes y un alto compromiso continuo con nuestros productos premium, siguiendo la guía para todo el año 2023 que proporcionamos en enero, que estamos reafirmando hoy, para un crecimiento de los ingresos del 15% al 17% y ganancias por acción de USD 11 a USD 11,40"". Luego de la presentación de resultados, las acciones de la compañía cayeron un 2,4% en Wall Street. De esta manera, en los últimos doce meses, acumulan un retroceso del 13%. Invertir en American ExpressEn Argentina se puede invertir en American Express de manera rápida y sencilla. Sólo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: AXP), pero se pueden operar en pesos (BCBA: AXP) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-20,Empresas
34,IBM presentó sólidos resultados trimestrales," International Business Machines (IBM), el fabricante de hardware y software estadounidense, informó los resultados financieros del primer trimestre de 2023, los cuales superaron las expectativas del mercado. En detalle, la compañía registró ingresos por USD 14.252 millones, lo que representa una ligera mejora interanual del 0,4%. A su vez, frente a las estimaciones de los analistas e inversores de Wall Street, la cifra se encuentra un 0,4% por debajo. Del total, la mayor parte proviene del segmento de Software (USD 5.921 millones), seguida por la de Consultoría (USD 4.962 millones), Infraestructura (USD 3.098 millones) y Financiamiento (USD 196 millones). Por otra parte, la ganancia neta del periodo fue de USD 927 millones, un 26% más año a año. Así, su beneficio por acción (EPS, por su sigla en inglés) ajustado cerró en USD 1,36, cuando el consenso del mercado era de USD 1,27. ""Nuestros resultados del primer trimestre demuestran que los clientes continúan recurriendo a IBM por nuestra combinación única de una plataforma de nube híbrida abierta, IA centrada en la empresa y experiencia comercial para desbloquear la productividad e impulsar la eficiencia en sus operaciones"", dijo Arvind Krishna, presidente y director ejecutivo de IBM. ""Esto nos da confianza en nuestras expectativas actuales de crecimiento de ingresos y flujo de caja libre para el año"", agregó. Tras los anuncios, las acciones de IBM subieron hasta un 3,7% en la Bolsa de Nueva York, acumulando una recuperación del 7,6% desde el mínimo de marzo. Invertir en IBM desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en IBM de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: IBM), pero se pueden operar en pesos (BCBA: IBM) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-20,Empresas
35,Disney despedirá a miles de sus trabajadores en todo el mundo," Disney, una de las empresas más importantes del mundo referida al entretenimiento, planea eliminar miles de puestos de trabajo la próxima semana, incluido alrededor del 15% del personal en su división de entretenimiento, según ha informado Bloomberg. Los recortes abarcarán diferentes sectores de la empresa como la televisión, el cine, los parques temáticos y los equipos corporativos, y afectarán a todas las regiones donde opera Disney. Algunos trabajadores afectados serán notificados a partir del 24 de abril y la empresa se ha negado a hacer comentarios. A su vez, a medida que aumentan los rumores, las acciones han bajado más de un 2% a USD 98,05 dólares en las operaciones previas a la comercialización en medio de una caída más amplia de las acciones. Recordemos que Disney ya dijo en febrero que planeaba eliminar 7 mil puestos como parte de una estrategia general para recortar USD 5.500 millones de dólares en costes anuales. Por ello, se están realizando recortes en toda la compañía, incluso en Disney Entertainment, una unidad creada en una reestructuración este año como sede de los negocios de distribución y producción de películas y televisión de la compañía, incluida la transmisión. Con la empresa reduciendo su compromiso con el entretenimiento general y centrándose más en propiedades de franquicia y marcas reconocidas, la división de entretenimiento se ha convertido en el foco de los recortes. Todas las principales empresas de medios, incluidas NBCUniversal de Comcast Corp., Warner Bros. Discovery Inc. y Paramount Global, están recortando su personal a medida que la atención de Wall Street cambia del crecimiento de suscriptores en transmisión al alto costo de operar plataformas de video en línea. Seguido a esto, en noviembre, el director ejecutivo Bob Iger volvió a dirigir Disney después de que una pérdida trimestral de 1.470 millones de dólares en el negocio de streaming precipitara la destitución de su sucesor elegido a dedo, Bob Chapek. Iger dirigirá los proyectos creativos de Disney y liderará su Junta hasta el final de su contrato, en diciembre de 2021, con el fin de garantizar una transición adecuada, según la compañía. ",2023-04-20,Empresas
36,Disney y Meta planean nuevas rondas de despidos en todo el mundo," Las multinacionales Disney y Meta planean anunciar en los próximos días nuevas rondas de despidos en sus filiares de todo el mundo, reflejando la desaceleración en la economía en general y, en particular, en los sectores del entretenimiento y la tecnología. En el caso de The Walt Disney Company, la firma planea recortar cientos de puestos de trabajo la próxima semana, incluyendo un 15% de todos sus empleados en la división de entretenimiento, según indicaron fuentes cercanas a la empresa a la agencia Bloomberg. Los despidos abarcarán los equipos de televisión, cine, distribución, parques temáticos y puestos corporativos, afectando a todas las regiones en las cuales Disney opera. La reestructuración se anunciará en los próximos días, y algunos de los trabajadores impactados serán notificados a partir del lunes que viene. De llevarse a cabo, será la segunda ronda de despidos para Disney que ya recortó 7.000 puestos de sus más de 220.000 posiciones en febrero pasado, como parte de una estrategia para ahorrar US$ 5,5 mil millones en costos anuales que vino acompañada de una reestructuración de la empresa en tres divisiones: entretenimiento, contenidos deportivos de ESPN; y parques temáticos, tiendas y cruceros. El mercado -y los accionistas- cada vez más están poniendo el ojo en los costos de las empresas en lugar de la cantidad de suscriptores que sumen a sus plataformas de streaming. Es que precisamente, las plataformas de streaming -con excepciones como Netflix que basa enteramente sus operaciones en las mismas- aún reportan pérdidas a las empresas. Además del sector del entretenimiento, el cambio en el escenario económico afecta a las empresas tecnológicas, cuyo sector había registrado un crecimiento exponencial durante la pandemia que lo llevó, en algunos casos, a sobreestimar sus proyecciones. Meta Platforms, firma matriz propietaria de Facebook, WhatsApp e Instagram, continuará con sus despidos. La firma conducida por Mark Zuckerberg busca aumentar ""la eficiencia"" en sus operaciones, y los recortes serían comunicados en las próximas horas tras ya haberlos anticipado a los gerentes en un ""memo"" interno. Lo mismos afectarían a todas las divisiones de la empresa, según indicaron fuentes cercanas a la misma, y, según la cadena CNBC, el foco estará puesto en los puestos técnicos. Previamente, la firma había despedido a 11.000 personas en noviembre y anunció otros 10.000 en marzo. Al igual que otras empresas tecnológicas que anunciaron despidos recientemente como Amazon, la planta de Meta se expandió dramáticamente durante la pandemia de la mano del alza de las ventas pensando que estas se sostendrían en el tiempo. El total de empleados se expandió en un 30% en 2020 y, luego, un 23% en 2021, llegando a totalizar más de 87.000 empleados a noviembre pasado, antes de iniciarse los despidos. En particular, el objetivo de Meta con sus reestructuraciones, además de ahorrar gastos, es rebalancear la proporción entre ingenieros y desarrolladores con su staff administrativo. El propio Zuckerberg denominó al 2023 como el ""año de la eficiencia"" puertas adentro de la compañía. Además de los despidos -que responderían a los 10.000 anunciados en marzo-, los mensajes internos que circularon a los gerentes indican que los equipos serán reorganizados, con algunos de los empleados remanentes siendo asignados a nuevos jefes. ",2023-04-19,Empresas
37,Despegar y Binance se unen para permitir la compra de pasajes con cryptos," Despegar, la empresa de viajes líder de Latinoamérica, junto con Binance, el proveedor de infraestructura de blockchain y criptomonedas líder en el mundo, e Inswitch,  líder global en tecnología financiera integrada, incorpora el pago con criptomonedas como una nueva alternativa para sus clientes en la Argentina. Esta alianza estratégica entre Binance y Despegar tiene como objetivo ofrecer una experiencia de usuario única y ampliar el alcance de ambas plataformas en la región de América Latina. La colaboración también busca fomentar la adopción de criptomonedas en la región y promover su uso como medio de pago en la industria de viajes y turismo. Además, Despegar se convierte en la primera Agencia de Viajes Online de América Latina en aceptar moneda virtual como forma de pago para cualquiera de sus productos y servicios, tanto en el sitio web como en su App. De forma progresiva, esta nueva opción se desplegará en otros países en los que Despegar opera.  ""Sabemos que el mundo de las criptomonedas ya es una realidad y, por eso, a partir de esta alianza todos los clientes de Despegar en Argentina podrán acercarse a este universo de forma amigable. Estamos orgullosos de seguir sumando nuevas alternativas y facilidades de pago para que cada vez sean más personas las que cumplan con su sueño de viajar”, afirma Paula Cristi, Gerente General de Despegar para Argentina y Uruguay. La nueva modalidad de pago en cripto se realiza a través de la plataforma Binance Pay, que permite enviar y recibir pagos en criptomonedas en todo el mundo, con el apoyo de Inswitch, líder en soluciones bancarias y de pago a través de tecnología financiera, y responsable por la conversión de criptomonedas a moneda local. ""Los pagos son uno de los primeros casos de uso de las criptomonedas, y estamos convencidos de que su adopción tiene mucho espacio para crecer. Gracias a esta alianza, los usuarios de Despegar podrán utilizar Binance Pay para pagar con la criptodivisa que elijan. Creemos que este es un paso importante en nuestros esfuerzos continuos por promover la adopción global de criptomonedas de manera tangible, acercándose cada vez más a la vida cotidiana"", comentó Maximiliano Hinz, director de Binance para Latam Cono Sur. ""Estamos felices por esta nueva alianza con Despegar y Binance, ya que cumple con nuestro compromiso de democratizar la industria de pagos y permitir a los clientes de Despegar un método de pago más al adoptar el mundo de las criptodivisas"", señala Ronald Alvarenga, CEO de Inswitch. ",2023-04-19,Blockchain
38,Chevron presentará su gasolina renovable: ¿Cómo será?," Chevron pretende anunciar un tipo de “gasolina renovable” que, según afirma, eventualmente ofrecerá ahorros de emisiones similares a los de los autos eléctricos, solo unos días después de que EE.UU propusiera los límites de contaminación más estrictos de su historia. En este marco, la compañía prevé que en 2040, el RAV4 híbrido de Toyota Motor Corp., que funciona con gasolina renovable, tendría una huella de carbono similar a la de un vehículo completamente eléctrico. Aunque los vehículos de batería no requieren combustibles fósiles para funcionar, pueden estar relacionados con emisiones de carbono si la fuente de alimentación que los carga funciona con gas natural o carbón. En conjunto, refinerías de petróleo y fabricantes de automóviles como Toyota están tratando de encontrar formas de descarbonizar el motor de combustión interna a medida que los reguladores de todo el mundo presionan para electrificar el transporte por carretera. Los estándares de contaminación establecidos por la Agencia de Protección Ambiental para las próximas décadas son tan estrictas que obligarían efectivamente a los fabricantes de automóviles a garantizar que dos tercios de sus ventas de vehículos livianos sean eléctricos para 2032. En tanto que la firma hará una demostración de la gasolina renovable llevando tres vehículos de Toyota en un viaje por carretera a través EE.UU. Sin embargo, venderlo a gran escala podría tardar algunos años debido a su costo. Para la viabilidad comercial, el combustible bajo en carbono necesitará incentivos fiscales como los incorporados en el Estándar de combustible bajo en carbono de California, dijo Andy Walz, presidente de la división de combustibles y lubricantes de Chevron en las Américas. ",2023-04-18,Empresas
39,Twitter permitirá la compra de acciones y criptomonedas en su plataforma," Con el objetivo de ampliar la inclusión financiera y las funcionalidades de la red social, Twitter se asoció con eToro, una plataforma de inversión en línea, y permitirá a sus usuarios comprar y vender tanto acciones como criptomonedas. Según el anuncio, la integración permitirá a los usuarios de Twitter que residen fuera de los Estados Unidos tener acceso a los mercados financieros globales directamente desde la plataforma. ""¡GRANDES NOTICIAS para los usuarios de eToro! Prepárese para la pareja poderosa definitiva: ¡eToro y Twitter! ¡Nos unimos para revolucionar la forma de invertir!"" indica la publicación de eToro en Twitter. La asociación entre Twitter y eToro se produce después de que la empresa de medios sociales anunciara planes para lanzar su propia función de ""propina"" basada en Bitcoin para los creadores de contenido. La función, que aún no ha sido lanzada, permitirá a los usuarios enviar propinas de Bitcoin directamente a los creadores de contenido en Twitter. “A medida que hemos crecido enormemente en los últimos tres años, hemos visto que cada vez más de nuestros usuarios interactúan en Twitter y se informan sobre los mercados“, dijo Yoni Assia, CEO de eToro. “Hay contenido de muy alta calidad, contenido en tiempo real sobre análisis financiero de empresas y lo que está ocurriendo en todo el mundo. Creemos que esta asociación nos permitirá llegar a esas nuevas audiencias y conectar mejor las marcas de Twitter y eToro“ expresó Assia. La asociación de Twitter con eToro también es un paso hacia la adopción de las criptomonedas y la tecnología blockchain en la industria financiera. A medida que las criptomonedas y los activos digitales continúan ganando popularidad y aceptación, es probable que más empresas de la industria financiera sigan el ejemplo de Twitter y eToro y se asocien para ofrecer servicios financieros basados en criptomonedas a sus clientes. Invertir en TwitterPara aquellos interesados, desde Argentina se puede invertir en Twitter de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: TWTR), pero se pueden operar en pesos (BCBA: TWTR) y siguen la evolución del Dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-18,Blockchain
40,Goldman Sachs presenta resultados y decepciona a inversores," Goldman Sachs, uno de los bancos de inversión más grandes del mundo, reportó resultados trimestrales por debajo de lo esperado por los analistas, lo que provocó una caída en sus acciones en el mercado de valores. El banco ha informado de un beneficio neto de USD 3.234 millones de dólares en el primer trimestre de 2023, una cifra que representa una disminución del 18% con respecto a los 3.939 millones de dólares del mismo periodo del año anterior. Con respecto a los ingresos, estos han alcanzado los USD 12.220 millones de dólares durante el primer trimestre del 2023, un 5% por debajo de los USD 12.933 millones de dólares del mismo periodo de 2022. Estos datos no han superado las estimaciones del mercado y rápidamente se vio reflejado en el precio, cuyos títulos caen un 3% en Wall Street. La división de banca de inversión de Goldman Sachs, que se ocupa de asesorar en fusiones y adquisiciones y la emisión de deuda y acciones, tuvo un descenso interanual del 7% en sus ingresos, lo que se atribuye a una disminución en la actividad de fusiones y adquisiciones. La división de banca de inversión ha sido tradicionalmente la principal fuente de ingresos del banco, lo que ha llevado a algunos analistas a expresar su preocupación por la capacidad del banco para diversificar sus fuentes de ingresos. ""Los eventos del primer trimestre actuaron como otra prueba de estrés, demostrando la resiliencia de Goldman Sachs y las instituciones financieras más grandes del país. Nuestra cultura de gestión de riesgos profundamente arraigada, nuestra sólida liquidez y nuestra sólida posición de capital nos permitieron continuar apoyando a nuestros clientes y ofrecer un desempeño sólido"", ha declarado el consejero delegado y presidente de la entidad, David Solomon. Por su lado, la división de gestión de inversiones del banco, que gestiona los fondos de los clientes y ofrece servicios de asesoramiento financiero, registró un aumento interanual del 10% en sus ingresos, gracias a una mayor actividad en el mercado de valores y al aumento de los precios de los activos. Sin embargo, los ingresos de la división de gestión de inversiones siguen siendo una pequeña parte del total de los ingresos del banco. Además, Solomon señaló que el banco sigue comprometido con su estrategia a largo plazo de diversificación de sus fuentes de ingresos y su enfoque en la tecnología y la innovación. Goldman Sachs ha invertido en tecnología y ha lanzado nuevos productos, como una plataforma de banca digital llamada Marcus, para competir con las empresas de tecnología financiera y diversificar sus fuentes de ingresos. La caída en las acciones de Goldman Sachs tras el anuncio de sus resultados trimestrales refleja la preocupación de los inversores por la capacidad del banco para mantener su posición en un entorno económico cambiante y altamente competitivo. ",2023-04-18,Empresas
41,Johnson & Johnson eleva su pronóstico de ganancias," La empresa farmacéutica Johnson & Johnson (J&J) presentó los balances del primer trimestre de 2023, así como también una guía de los resultados de todo el año. Por un lado, la compañía registró ventas por USD 24.746 millones, un 5,6% más que en el primer trimestre de 2022 y un 4,5% más que la cifra esperada por los especialistas de Wall Street. Del total, prácticamente la mitad proviene de Estados Unidos, mientras que el resto llega de las operaciones internacionales. A su vez, la mayor parte se vincula con el segmento farmacéutico, seguido por el de tecnología médica y el de cuidado de la salud. A su vez, la ganancia total ajustada fue de USD 7.068 millones, lo que representa una caída interanual del 0,9%. De esta manera, por acción, el beneficio fue de USD 2,68, contra un consenso de los analistas e inversores del mercado de USD 2,51. ""Nuestros resultados del primer trimestre demuestran un sólido desempeño en los tres segmentos de nuestro negocio y reflejan la dedicación de los colegas de Johnson & Johnson en todo el mundo"", dijo Joaquín Duato, presidente de la junta y director ejecutivo. ""Con este impulso, espero con ansias el resto del año, uno lleno de emocionantes catalizadores que crearán valor a corto y largo plazo para los pacientes y todas nuestras partes interesadas"", añadió. Para todo el año, J&J elevó su pronóstico de ganancias. Anteriormente, esperaba entre USD 10,45 y USD 10,65 por acción, pero ahora proyectan entre USD 10,60 y USD 10,70, principalmente por sus nuevos tratamientos contra el cáncer y el medicamento Darzalex para el mieloma múltiple que suavizaría el golpe de la caída de ventas. Invertir en Johnson & Johnson desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Johnson & Johnson de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: JNJ), pero se pueden operar en pesos (BCBA: JNJ) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-18,Empresas
42,La estrategia de Apple que tanto alegra a los inversores," Millones de inversores compran acciones de Apple día tras día. Del total, una gran parte se enfoca en aspectos financieros como las ventas y los beneficios para tomar su decisión, pero otra se centra más en la estrategia preferida de la compañía para generar valor: la recompra de acciones. En la última década, según datos recopilados por Bloomberg, Apple gastó más de USD 573.000 millones en recompras, siendo la mayor cantidad entre las empresas estadounidenses. Para el próximo año, se espera que la tecnológica comprometa unos USD 90.000 millones para este fin. De acuerdo a Gene Munster, socio gerente en Deepwater Asset Management, las recompras de Apple actúan como ""una señal de su confianza en el negocio"". ""Si algo cambia inesperadamente en eso, podría empañar su estatus de refugio seguro"", agregó. ""Apple no ha intentado sincronizar el mercado en lo que respecta a las recompras, por lo que no creo que disminuyan significativamente las recompras a medida que aumentan las acciones"", dijo Ali Ragih, analista en VerityData. Para Warren Buffett, ""la matemática de las recompras desaparece lentamente, pero puede ser poderosa con el tiempo. El proceso ofrece una manera simple para que los inversionistas sean dueños de una porción cada vez mayor de negocios excepcionales"". En base a cálculos de The Wall Street Journal, las recompras de acciones de empresas del S&P 500 superarán el billón de dólares por primera vez en un año calendario durante este 2023. Y según Goldman Sachs, a partir del 17 de febrero, las autorizaciones para recompras rondaron los USD 220.000 millones. Invertir en Apple desde ArgentinaPara invertir en Apple desde Argentina, solo es necesario seguir una serie de sencillos pasos. En primer lugar, hay que abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos. Posteriormente, se deben transferir los fondos deseados desde una cuenta bancaria del mismo titular o a través de la billetera virtual BullPay y, por último, comprar los Cedears de Apple. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: AAPL), pero se pueden operar en pesos (BCBA: AAPL) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-18,Empresas
43,"A pesar de la venta de Warren Buffett, el mercado aún confía en este Cedear"," Taiwan Semiconductor Manufacturing Company (TSMC), el fabricante de semiconductores más importante del mundo, aún sigue teniendo una gran cantidad de seguidores a pesar de la reciente venta del legendario inversor Warren Buffett. Según datos recopilados por Bloomberg, 39 de los 40 analistas que cubren las acciones de la compañía tienen una recomendación de compra o equivalente sobre ella, la proporción más alta en al menos dos décadas. Algunos de los especialistas más optimistas sobre el futuro de la empresa argumentan que los inversores ya están teniendo en cuenta el peor impacto de una acumulación de oferta y una demanda lenta. ""Probablemente estemos más cerca del fondo de la industria"", dijo Christina Woon, directora de inversiones de Abrdn. ""Los impulsores de crecimiento estructural a largo plazo permanecen intactos y, de hecho, con una mayor demanda de poder de cómputo en medio de aplicaciones crecientes para IA, etc., incluso podemos argumentar que la imagen parece más sólida. En ese contexto, incluso con el aumento en lo que va del año, un titular como TSMC no cotiza a niveles prohibitivos"", sostuvo. Por su parte, Mehdi Hosseini, analista en Susquehanna International Group, detalló que un aumento de nuevos productos impulsará una ""modesta mejora de los ingresos"" de TSMC a finales del 2023 luego de una disminución ""grave"" en los envíos de obleas y las ventas en la primera mitad del año. ""A más largo plazo, creo que no debería haber discusión sobre la alta demanda estructural que puede respaldar el crecimiento de TSMC"", añadió, en tanto, Vey-Sern Ling, director general de Union Bancaire Privee. Invertir en TSMC desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en TSMC de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior, pero se pueden operar en pesos (BCBA: TSM) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-04-18,Empresas
